date,user_id,event_name,mobile_os_type,version
2019-12-30,0741d2813527501f6c9fd2c66bd59c0e,push_received,U683CL,11.3.1
2019-12-31,f5d1bd9f7a7be974367019665910989e,push_received,U683CL,11.3.1
2019-12-30,325b61cf1c4dc2a51eaf7ded19a48d98,push_received,U683CL,11.3.0
2019-12-31,ad32a2073e48423c2cd7ff3da30065d8,screen_view,U683CL,11.3.1
2019-12-31,05663e0cfd5550ea2777f28c90af7b7b,push_received,U683CL,11.3.1
2019-12-31,8d2f1bc552b468bc198fd4a6de083d99,push_received,U683CL,11.3.1
2019-12-31,d5474118fa090055700c297c22bd0721,push_received,L51,11.3.1
2019-12-30,00782a9c129f1e95326d9d9a7fc4b5c5,model_view,U683CL,11.3.1
2019-12-30,d1eddaa0dcfbfda8e2b0614ae6561acc,push_received,U683CL,11.3.1
2019-12-30,076ed1ad2e193da40fc32f37db2fa01e,user_engagement,L51,11.3.0
2019-12-31,7df88314dc96429d7f8af2ba3b7a7439,push_received,U683CL,11.3.1
2019-12-30,0ba79b098ee9fe0176a2c7eaa8fc8019,push_received,U683CL,11.3.1
2019-12-30,bb769683ae5a424402f346b0bc105fac,push_received,L51,11.3.1
2019-12-31,4a59ce05450218b1f0c79dff4ad7e9a4,push_received,U683CL,11.3.1
2019-12-31,c1c06c27b04d6b90c1dcaddffb1d2162,push_received,U683CL,11.3.1
2019-12-30,5535bfbd7dd13f316df6c6e12f66cfc9,push_received,U683CL,11.3.1
2019-12-30,ba0670e021fdb52ece73581ffadd9cb1,push_received,L51,11.3.1
2019-12-31,4a679ff10584e3780fa50705e3eb3069,push_received,U683CL,11.3.1
2019-12-31,b0895ec7104815058531ed4620b9123d,top_news_swipe,U683CL,11.3.1
2019-12-30,26540a8856fcbd60b2fa0f4cb8dcf48d,push_received,U683CL,11.3.1
2019-12-31,48576502bc109f53ccaea78c1aaf8301,user_engagement,U683CL,11.3.1
2019-12-31,fcefd5ccc0573b3483d9aa143d2b30b1,push_received,U683CL,11.3.1
2019-12-31,3b59a91af051f7e4319adc3c25e2b38c,push_received,U683CL,11.3.0
2019-12-31,6fd60c2c2a7b6ecb7a001c41cf5a6be8,push_received,L51,11.3.1
2019-12-30,c6e61a0ed304689a51d58808cb76dd38,push_received,U683CL,11.3.1
2019-12-30,e3a9e67e0cdc8f3d527b882d5ba3d45a,screen_view,U683CL,11.3.1
2019-12-31,13e5ca19f8a96d43e517b6f66c2d85ac,push_received,L51,11.3.1
2019-12-30,77938301c4fca32d751105a862e5fa96,push_received,U683CL,11.3.1
2019-12-31,5b9357dde2d33e6a55cbb947d8803f60,push_received,U683CL,11.3.1
2019-12-31,5b636b467a1b10c588ceaebe35d0cd37,push_received,L51,11.3.1
2019-12-30,466d9c7a163ba123347f960b8318ec1d,push_received,L51,11.3.1
2019-12-30,e3448d922a11d5ad332e73c2dd9b8d1a,push_received,L51,11.3.1
2019-12-30,f2135efdb862342e266537c6588cedbb,push_received,U683CL,11.3.1
2019-12-30,693411c3774055d946768bc426a6e552,push_received,U683CL,11.3.1
2019-12-30,232ef0be7297abb48f9c56d4cb202cb4,screen_view,U683CL,11.3.1
2019-12-30,9242e62cf67755532f4cdb4e9d8c4c00,push_received,L51,11.3.1
2019-12-31,35e474730c44ef3fe78528abbafbdbd9,push_received,L51,11.3.1
2019-12-31,f61b7f5a23da7b0f6633ef30c3ba09b1,push_received,L51,11.3.1
2019-12-30,e23ccb22b8a1b7d4a548e1a19ca7981b,push_received,U683CL,11.3.1
2019-12-31,36390ad8d7f7348d56499e5c9104bd3e,session_start,U683CL,11.3.1
2019-12-30,cdf4767a1b8a33eae5204e924ccf55c6,push_received,U683CL,11.3.1
2019-12-31,549ae1481b28d9dbf990990dcf9e6cad,push_received,L51,11.3.1
2019-12-30,a436655d354ef49e6e4cc8a74eb56a94,settings_clicked,U683CL,11.3.1
2019-12-31,6e20cad581db5b445156ea21e1c63a0f,app_update,U683CL,11.3.1
2019-12-31,a7e5d06ce0a2690f604b0d22ae6f8fc8,push_received,U683CL,11.3.1
2019-12-30,1cb941e2c80c3fc773053f85c22ca5ec,push_received,U683CL,11.3.1
2019-12-31,c33bd9fc0672156287bf630e96b29b86,push_received,L51,11.3.1
2019-12-30,a9a1867fa56d8e6a4d3482490a43b00a,push_received,L51,11.3.0
2019-12-31,cee634e0db2731d384227be785e9efbf,push_received,U683CL,11.3.0
2019-12-30,6bf292ac8ae4244116d6ef63f9d2d748,push_received,U683CL,11.3.1
2019-12-30,99fd9b4d272a054e2792976a2125d1ff,push_received,U683CL,11.3.1
2019-12-30,d075edc534885878447dd455a671be5b,user_engagement,U683CL,11.3.1
2019-12-30,2960d87b7d8ba34b55384867d0907f14,push_received,U683CL,11.3.1
2019-12-30,d2140a85f16c94d613ddfba28306f154,push_received,L51,11.3.1
2019-12-30,9b9dfb3ed44b811331e746c8d8972637,push_received,U683CL,11.3.1
2019-12-31,4ef8f2f7d6082e8efa036ece067ef44c,push_clicked,U683CL,11.3.1
